Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,1/3,A-xAG,Ast,Att,Att.1,Att.2,Att.3,Cmp,Cmp%,Cmp%.1,Cmp%.2,Cmp%.3,Cmp.1,Cmp.2,Cmp.3,CrsPA,KP,PPA,PrgDist,PrgP,TotDist,xA,xAG,Att 3rd,Att Pen,CPA,Carries,Def 3rd,Def Pen,Dis,Live,Mid 3rd,Mis,PrgC,PrgR,Rec,Succ,Succ%,Tkld,Tkld%,Touches,Blocks,Clr,Err,Int,Lost,Pass,Tkl,Tkl%,Tkl+Int,Tkl.1,TklW,Club
Marcus Rashford,eng ENG,FW,25.0,25.2,7,60,19,31.7,2.38,0.75,0.08,0.26,16.8,1.0,2,2,7.4,5.8,0.1,-0.4,-0.8,Matches,34.0,-0.3,2,742.0,418.0,192.0,61.0,559.0,75.3,84.0,72.4,54.1,351.0,139.0,33.0,1.0,23.0,30.0,2035.0,65.0,7674.0,2.8,2.3,570.0,130.0,64.0,689.0,124.0,24.0,38.0,1022.0,345.0,59.0,95.0,184.0,798.0,48.0,44.0,53.0,48.6,1024.0,15.0,21.0,0.0,4,17.0,14.0,19.0,34.6,23.0,9.0,12,Manchester United
Mason Mount,eng ENG,"MF,FW",24.0,5.7,1,5,1,20.0,0.87,0.17,0.2,1.0,13.6,0.0,0,0,0.4,0.4,0.08,0.6,0.6,Matches,17.0,-0.3,0,219.0,125.0,53.0,17.0,179.0,81.7,88.8,79.2,58.8,111.0,42.0,10.0,2.0,6.0,6.0,735.0,21.0,2414.0,0.4,0.3,125.0,17.0,2.0,152.0,44.0,11.0,6.0,289.0,125.0,11.0,9.0,34.0,180.0,4.0,33.3,6.0,50.0,289.0,6.0,3.0,0.0,6,10.0,5.0,22.0,37.5,28.0,6.0,14,Manchester United
Omari Forson,eng ENG,FW,19.0,0.8,0,1,0,0.0,1.29,0.0,0.0,,21.6,0.0,0,0,0.0,0.0,0.03,0.0,0.0,Matches,2.0,0.8,1,33.0,17.0,12.0,0.0,30.0,90.9,100.0,83.3,,17.0,10.0,0.0,0.0,2.0,1.0,78.0,2.0,373.0,0.0,0.2,12.0,1.0,0.0,29.0,2.0,0.0,0.0,39.0,25.0,1.0,1.0,2.0,31.0,1.0,50.0,1.0,50.0,39.0,0.0,0.0,0.0,0,0.0,0.0,2.0,100.0,2.0,1.0,0,Manchester United
Raphaël Varane,fr FRA,DF,30.0,15.3,1,8,2,25.0,0.52,0.13,0.13,0.5,9.2,0.0,0,0,1.3,1.3,0.16,-0.3,-0.3,Matches,59.0,-0.1,0,781.0,301.0,381.0,68.0,694.0,88.9,93.7,91.9,66.2,282.0,350.0,45.0,0.0,1.0,4.0,3767.0,59.0,11976.0,0.6,0.1,44.0,11.0,0.0,549.0,469.0,178.0,2.0,945.0,434.0,6.0,16.0,2.0,569.0,1.0,50.0,1.0,50.0,945.0,23.0,88.0,0.0,15,4.0,5.0,18.0,71.4,33.0,10.0,11,Manchester United
Rasmus Højlund,dk DEN,FW,20.0,24.0,10,38,20,52.6,1.58,0.83,0.26,0.5,11.6,0.0,0,0,7.6,7.6,0.2,2.4,2.4,Matches,14.0,0.4,2,402.0,247.0,77.0,12.0,304.0,75.6,80.6,75.3,91.7,199.0,58.0,11.0,1.0,28.0,14.0,884.0,33.0,3552.0,0.9,1.6,297.0,96.0,15.0,356.0,61.0,20.0,29.0,612.0,262.0,50.0,36.0,111.0,429.0,18.0,47.4,18.0,47.4,612.0,9.0,19.0,0.0,1,8.0,8.0,11.0,38.5,12.0,5.0,7,Manchester United
Scott McTominay,sct SCO,"MF,FW",26.0,21.1,7,44,19,43.2,2.08,0.9,0.16,0.37,14.6,0.0,0,0,5.7,5.7,0.14,1.3,1.3,Matches,63.0,0.2,1,655.0,356.0,206.0,41.0,528.0,80.6,86.2,84.5,73.2,307.0,174.0,30.0,0.0,11.0,9.0,2012.0,64.0,7877.0,0.5,0.8,225.0,53.0,4.0,485.0,235.0,78.0,23.0,927.0,478.0,29.0,29.0,47.0,572.0,8.0,38.1,10.0,47.6,927.0,34.0,54.0,0.0,14,11.0,22.0,49.0,66.7,63.0,22.0,25,Manchester United
Sergio Reguilón,es ESP,DF,26.0,4.6,0,4,0,0.0,0.87,0.0,0.0,,18.1,0.0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches,20.0,-0.7,0,314.0,157.0,111.0,26.0,244.0,77.7,87.3,75.7,61.5,137.0,84.0,16.0,2.0,8.0,4.0,1356.0,27.0,3669.0,0.6,0.7,155.0,9.0,2.0,184.0,70.0,8.0,1.0,378.0,155.0,8.0,11.0,38.0,217.0,3.0,27.3,4.0,36.4,378.0,10.0,7.0,0.0,5,9.0,10.0,13.0,47.1,18.0,8.0,8,Manchester United
Sofyan Amrabat,ma MAR,"MF,DF",26.0,10.4,0,3,0,0.0,0.29,0.0,0.0,,26.1,0.0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches,62.0,-0.3,0,664.0,274.0,296.0,67.0,578.0,87.0,89.1,89.2,83.6,244.0,264.0,56.0,1.0,6.0,6.0,2747.0,66.0,10308.0,0.4,0.3,120.0,1.0,0.0,489.0,218.0,48.0,11.0,770.0,439.0,9.0,6.0,10.0,545.0,6.0,60.0,2.0,20.0,770.0,20.0,19.0,2.0,8,14.0,13.0,27.0,54.8,35.0,17.0,16,Manchester United
Victor Lindelöf,se SWE,DF,29.0,14.8,1,6,4,66.7,0.41,0.27,0.17,0.25,10.4,0.0,0,0,0.8,0.8,0.13,0.2,0.2,Matches,62.0,0.7,1,927.0,435.0,385.0,70.0,826.0,89.1,91.5,92.2,68.6,398.0,355.0,48.0,0.0,8.0,3.0,3696.0,40.0,13195.0,0.4,0.3,114.0,15.0,0.0,620.0,466.0,102.0,3.0,1037.0,463.0,5.0,17.0,17.0,706.0,1.0,100.0,0.0,0.0,1037.0,18.0,40.0,1.0,12,8.0,9.0,15.0,38.5,27.0,5.0,10,Manchester United
Willy Kambwala,fr FRA,DF,18.0,3.7,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,7.0,0.0,0,192.0,78.0,95.0,14.0,163.0,84.9,94.9,89.5,21.4,74.0,85.0,3.0,0.0,0.0,0.0,960.0,8.0,2765.0,0.0,0.0,2.0,0.0,0.0,124.0,142.0,27.0,1.0,232.0,88.0,3.0,2.0,1.0,149.0,0.0,0.0,2.0,100.0,232.0,6.0,14.0,1.0,4,2.0,3.0,3.0,33.3,7.0,1.0,1,Manchester United
Abdoulaye Doucouré,ml MLI,"FW,MF",30.0,29.2,7,47,21,44.7,1.61,0.72,0.15,0.33,12.2,0.0,0,0,8.8,8.8,0.2,-1.8,-1.8,Matches,43.0,-1.9,1,893.0,453.0,288.0,59.0,683.0,76.5,84.1,83.0,47.5,381.0,239.0,28.0,1.0,34.0,18.0,2329.0,97.0,9807.0,1.5,2.9,495.0,100.0,17.0,635.0,188.0,36.0,42.0,1190.0,523.0,61.0,55.0,140.0,800.0,25.0,52.1,21.0,43.8,1190.0,23.0,19.0,0.0,15,28.0,20.0,43.0,39.1,58.0,18.0,27,Everton
Alex Iwobi,ng NGA,MF,27.0,1.6,0,4,2,50.0,2.57,1.29,0.0,0.0,16.2,0.0,0,0,0.3,0.3,0.08,-0.3,-0.3,Matches,1.0,-0.2,0,42.0,14.0,10.0,15.0,27.0,64.3,92.9,70.0,46.7,13.0,7.0,7.0,1.0,4.0,3.0,179.0,4.0,545.0,0.4,0.2,38.0,3.0,2.0,33.0,5.0,0.0,1.0,58.0,17.0,3.0,6.0,8.0,34.0,3.0,75.0,1.0,25.0,58.0,2.0,0.0,0.0,1,1.0,2.0,2.0,66.7,3.0,2.0,0,Everton
Amadou Onana,be BEL,MF,21.0,23.2,2,29,6,20.7,1.25,0.26,0.07,0.33,19.3,0.0,0,0,2.0,2.0,0.07,0.0,0.0,Matches,102.0,-2.7,0,1036.0,499.0,357.0,115.0,871.0,84.1,89.0,87.4,73.9,444.0,312.0,85.0,1.0,18.0,14.0,4039.0,107.0,14568.0,1.4,2.7,297.0,29.0,5.0,657.0,280.0,61.0,10.0,1291.0,724.0,20.0,21.0,39.0,839.0,12.0,44.4,8.0,29.6,1291.0,25.0,31.0,0.0,21,21.0,19.0,71.0,50.0,92.0,21.0,38,Everton
André Gomes,pt POR,"MF,FW",30.0,5.6,1,8,4,50.0,1.42,0.71,0.13,0.25,22.4,2.0,0,0,0.3,0.3,0.04,0.7,0.7,Matches,24.0,-0.4,0,291.0,132.0,95.0,51.0,223.0,76.6,84.8,84.2,52.9,112.0,80.0,27.0,1.0,4.0,6.0,971.0,36.0,3909.0,0.5,0.4,121.0,11.0,3.0,183.0,57.0,10.0,6.0,352.0,179.0,8.0,8.0,29.0,232.0,3.0,25.0,8.0,66.7,352.0,10.0,4.0,1.0,3,10.0,9.0,7.0,23.1,10.0,3.0,4,Everton
Arnaut Danjuma,nl NED,"MF,FW",26.0,6.6,1,25,9,36.0,3.78,1.36,0.04,0.11,16.0,1.0,0,0,2.6,2.6,0.1,-1.6,-1.6,Matches,6.0,-1.1,0,152.0,69.0,54.0,7.0,102.0,67.1,82.6,68.5,28.6,57.0,37.0,2.0,0.0,6.0,2.0,357.0,9.0,1420.0,0.4,1.1,127.0,32.0,11.0,147.0,23.0,4.0,7.0,223.0,77.0,10.0,24.0,44.0,147.0,8.0,38.1,11.0,52.4,223.0,4.0,0.0,0.0,3,3.0,4.0,6.0,25.0,9.0,1.0,4,Everton
Ashley Young,eng ENG,"DF,MF",38.0,25.3,0,13,2,15.4,0.51,0.08,0.0,0.0,21.9,3.0,0,0,0.6,0.6,0.05,-0.6,-0.6,Matches,62.0,-1.5,0,1052.0,386.0,384.0,219.0,723.0,68.7,87.8,75.5,37.9,339.0,290.0,83.0,11.0,21.0,22.0,5653.0,82.0,12752.0,1.4,1.5,365.0,20.0,5.0,609.0,378.0,77.0,13.0,1284.0,554.0,16.0,40.0,61.0,653.0,12.0,44.4,12.0,44.4,1284.0,24.0,50.0,3.0,22,24.0,18.0,53.0,55.6,75.0,30.0,38,Everton
Ben Godfrey,eng ENG,DF,25.0,12.4,0,15,3,20.0,1.21,0.24,0.0,0.0,12.0,0.0,0,0,1.7,1.7,0.12,-1.7,-1.7,Matches,32.0,-0.3,0,484.0,180.0,204.0,62.0,336.0,69.4,81.7,77.0,37.1,147.0,157.0,23.0,2.0,3.0,6.0,2373.0,43.0,5725.0,0.5,0.3,172.0,19.0,0.0,233.0,221.0,67.0,6.0,655.0,265.0,10.0,11.0,26.0,283.0,5.0,35.7,9.0,64.3,655.0,14.0,57.0,0.0,16,13.0,6.0,30.0,53.6,46.0,15.0,20,Everton
Beto,gw GNB,FW,25.0,10.6,3,42,12,28.6,3.97,1.14,0.07,0.25,14.7,0.0,0,1,6.8,6.0,0.14,-3.8,-3.0,Matches,7.0,-0.9,0,180.0,98.0,53.0,7.0,108.0,60.0,67.3,64.2,71.4,66.0,34.0,5.0,0.0,11.0,6.0,323.0,14.0,1451.0,0.3,0.9,206.0,64.0,13.0,183.0,30.0,16.0,22.0,372.0,141.0,47.0,14.0,58.0,250.0,15.0,42.9,17.0,48.6,373.0,11.0,14.0,0.0,1,8.0,11.0,14.0,33.3,15.0,4.0,6,Everton
Dominic Calvert-Lewin,eng ENG,FW,26.0,24.1,7,71,28,39.4,2.94,1.16,0.07,0.18,13.9,1.0,2,2,12.9,11.4,0.16,-5.9,-6.4,Matches,13.0,-1.1,2,440.0,271.0,99.0,12.0,248.0,56.4,64.6,49.5,50.0,175.0,49.0,6.0,0.0,19.0,12.0,647.0,31.0,2917.0,1.6,3.1,399.0,124.0,22.0,357.0,79.0,50.0,25.0,736.0,263.0,65.0,36.0,122.0,565.0,14.0,32.6,26.0,60.5,738.0,14.0,38.0,0.0,4,13.0,10.0,13.0,13.3,17.0,2.0,6,Everton
Dwight McNeil,eng ENG,"MF,FW",23.0,32.1,3,57,14,24.6,1.77,0.44,0.05,0.21,21.0,0.0,0,0,3.4,3.4,0.06,-0.4,-0.4,Matches,72.0,-2.8,6,1266.0,534.0,371.0,252.0,874.0,69.0,87.1,70.9,46.0,465.0,263.0,116.0,20.0,69.0,54.0,5035.0,114.0,14956.0,8.2,8.8,724.0,72.0,14.0,905.0,247.0,51.0,60.0,1621.0,683.0,67.0,80.0,147.0,1032.0,30.0,45.5,31.0,47.0,1621.0,44.0,37.0,0.0,22,31.0,37.0,44.0,43.6,66.0,24.0,27,Everton
Idrissa Gana Gueye,sn SEN,MF,33.0,20.9,4,26,7,26.9,1.24,0.33,0.15,0.57,22.2,1.0,0,0,1.3,1.3,0.05,2.7,2.7,Matches,70.0,-1.1,0,898.0,428.0,361.0,66.0,758.0,84.4,89.7,87.8,59.1,384.0,317.0,39.0,1.0,15.0,9.0,3236.0,83.0,11688.0,0.8,1.1,252.0,21.0,2.0,592.0,280.0,59.0,20.0,1126.0,608.0,17.0,29.0,41.0,670.0,11.0,44.0,11.0,44.0,1126.0,24.0,16.0,0.0,28,17.0,17.0,73.0,63.0,101.0,29.0,44,Everton
Jack Harrison,eng ENG,"MF,FW",26.0,24.6,3,34,9,26.5,1.38,0.37,0.09,0.33,17.8,1.0,0,0,3.6,3.6,0.11,-0.6,-0.6,Matches,37.0,-0.4,3,631.0,291.0,195.0,73.0,409.0,64.8,83.5,65.1,31.5,243.0,127.0,23.0,11.0,28.0,34.0,2378.0,62.0,5825.0,3.3,3.4,445.0,59.0,14.0,539.0,167.0,36.0,41.0,935.0,338.0,68.0,65.0,135.0,580.0,29.0,38.7,39.0,52.0,935.0,25.0,24.0,0.0,12,32.0,20.0,37.0,34.7,49.0,17.0,22,Everton
James Garner,eng ENG,MF,22.0,33.4,1,41,10,24.4,1.23,0.3,0.02,0.1,22.1,5.0,0,0,2.7,2.7,0.07,-1.7,-1.7,Matches,98.0,-2.6,2,1244.0,536.0,437.0,185.0,958.0,77.0,86.6,85.6,48.6,464.0,374.0,90.0,6.0,44.0,24.0,4432.0,100.0,16067.0,3.7,4.6,549.0,41.0,5.0,736.0,307.0,83.0,10.0,1610.0,776.0,33.0,36.0,76.0,857.0,19.0,46.3,16.0,39.0,1610.0,45.0,47.0,1.0,45,47.0,31.0,83.0,42.7,128.0,35.0,44,Everton
James Tarkowski,eng ENG,DF,30.0,38.0,1,25,4,16.0,0.66,0.11,0.04,0.25,9.9,0.0,0,0,2.6,2.6,0.1,-1.6,-1.6,Matches,127.0,-1.5,1,1550.0,474.0,683.0,335.0,1195.0,77.1,83.5,86.1,58.5,396.0,588.0,196.0,3.0,22.0,23.0,10527.0,130.0,25219.0,2.7,2.5,179.0,84.0,0.0,918.0,1000.0,352.0,16.0,2014.0,848.0,16.0,15.0,20.0,1076.0,16.0,80.0,4.0,20.0,2014.0,82.0,191.0,2.0,56,21.0,26.0,61.0,56.3,117.0,27.0,42,Everton
Jarrad Branthwaite,eng ENG,DF,21.0,34.6,3,14,4,28.6,0.4,0.12,0.21,0.75,11.6,0.0,0,0,1.7,1.7,0.12,1.3,1.3,Matches,60.0,-1.0,0,1385.0,507.0,612.0,212.0,1105.0,79.8,86.8,86.8,54.2,440.0,531.0,115.0,0.0,4.0,1.0,8048.0,74.0,20561.0,1.3,1.0,61.0,39.0,1.0,759.0,961.0,307.0,2.0,1791.0,777.0,20.0,2.0,6.0,903.0,5.0,62.5,2.0,25.0,1791.0,51.0,163.0,2.0,50,17.0,15.0,66.0,72.6,116.0,45.0,32,Everton
Lewis Dobbin,eng ENG,MF,20.0,2.6,1,5,2,40.0,1.94,0.78,0.2,0.5,15.6,0.0,0,0,0.3,0.3,0.06,0.7,0.7,Matches,0.0,-0.5,0,65.0,36.0,17.0,5.0,44.0,67.7,88.9,52.9,40.0,32.0,9.0,2.0,1.0,4.0,3.0,95.0,3.0,537.0,0.1,0.5,65.0,11.0,4.0,89.0,24.0,0.0,6.0,127.0,42.0,12.0,6.0,20.0,80.0,6.0,28.6,15.0,71.4,127.0,5.0,0.0,0.0,1,4.0,4.0,9.0,55.6,10.0,5.0,7,Everton
Lewis Warrington,eng ENG,FW,20.0,0.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,0.0,0.0,0,2.0,0.0,1.0,1.0,2.0,100.0,,100.0,100.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,,0.0,,3.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,0.0,0.0,0,Everton
Michael Keane,eng ENG,DF,30.0,4.9,1,6,4,66.7,1.23,0.82,0.17,0.25,10.8,0.0,0,0,0.7,0.7,0.12,0.3,0.3,Matches,15.0,0.0,0,221.0,60.0,113.0,42.0,171.0,77.4,78.3,86.7,54.8,47.0,98.0,23.0,0.0,0.0,0.0,1261.0,14.0,3519.0,0.1,0.0,24.0,11.0,0.0,154.0,122.0,35.0,3.0,270.0,126.0,2.0,4.0,3.0,170.0,2.0,66.7,1.0,33.3,270.0,5.0,18.0,1.0,5,6.0,1.0,7.0,14.3,12.0,1.0,3,Everton
Nathan Patterson,sct SCO,DF,21.0,11.2,0,4,0,0.0,0.36,0.0,0.0,,20.9,0.0,0,0,0.3,0.3,0.08,-0.3,-0.3,Matches,30.0,0.3,2,550.0,252.0,182.0,86.0,393.0,71.5,86.9,68.1,44.2,219.0,124.0,38.0,6.0,8.0,14.0,2761.0,38.0,6185.0,1.0,1.7,209.0,9.0,4.0,291.0,199.0,49.0,6.0,677.0,275.0,19.0,17.0,39.0,338.0,7.0,38.9,10.0,55.6,677.0,14.0,33.0,0.0,9,23.0,11.0,34.0,37.8,43.0,14.0,24,Everton
Neal Maupay,fr FRA,FW,26.0,1.2,0,5,4,80.0,4.05,3.24,0.0,0.0,12.5,0.0,0,0,1.4,1.4,0.29,-1.4,-1.4,Matches,0.0,-0.1,0,26.0,13.0,9.0,1.0,22.0,84.6,92.3,88.9,100.0,12.0,8.0,1.0,0.0,1.0,0.0,14.0,0.0,353.0,0.0,0.1,19.0,8.0,1.0,20.0,1.0,1.0,3.0,40.0,21.0,6.0,1.0,6.0,28.0,0.0,,0.0,,40.0,2.0,1.0,0.0,0,1.0,2.0,0.0,0.0,0.0,0.0,0,Everton
Séamus Coleman,ie IRL,DF,34.0,7.4,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,15.0,-1.0,0,306.0,132.0,103.0,51.0,207.0,67.6,84.1,73.8,31.4,111.0,76.0,16.0,2.0,3.0,4.0,1481.0,22.0,3381.0,0.7,1.0,103.0,3.0,1.0,162.0,136.0,42.0,4.0,388.0,152.0,7.0,5.0,16.0,176.0,6.0,46.2,7.0,53.8,388.0,12.0,26.0,1.0,7,5.0,8.0,17.0,68.8,24.0,11.0,14,Everton
Thomas Cannon,ie IRL,FW,20.0,0.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,0.0,0.0,0,Everton
Tyler Onyango,eng ENG,MF,20.0,0.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,0.0,0.0,0,Everton
Vitaliy Mykolenko,ua UKR,DF,24.0,27.4,2,26,5,19.2,0.95,0.18,0.08,0.4,18.9,0.0,0,0,1.5,1.5,0.06,0.5,0.5,Matches,46.0,-0.9,0,1166.0,549.0,368.0,169.0,869.0,74.5,88.9,74.7,47.9,488.0,275.0,81.0,10.0,13.0,17.0,5739.0,55.0,13579.0,1.1,0.9,374.0,30.0,0.0,608.0,531.0,123.0,11.0,1501.0,611.0,39.0,14.0,68.0,691.0,18.0,58.1,11.0,35.5,1501.0,36.0,92.0,0.0,36,25.0,25.0,69.0,62.1,105.0,41.0,38,Everton
Youssef Chermiti,pt POR,FW,19.0,2.3,0,7,2,28.6,3.03,0.87,0.0,0.0,14.6,0.0,0,0,0.7,0.7,0.1,-0.7,-0.7,Matches,1.0,-0.8,0,58.0,32.0,19.0,1.0,35.0,60.3,59.4,63.2,100.0,19.0,12.0,1.0,0.0,4.0,4.0,108.0,5.0,486.0,0.3,0.8,59.0,19.0,3.0,55.0,11.0,3.0,6.0,106.0,37.0,14.0,5.0,15.0,76.0,3.0,27.3,7.0,63.6,106.0,4.0,2.0,0.0,1,4.0,3.0,3.0,20.0,4.0,1.0,2,Everton
Aaron Cresswell,eng ENG,"DF,FW",33.0,4.8,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,15.0,-0.4,0,308.0,155.0,96.0,48.0,254.0,82.5,91.6,83.3,52.1,142.0,80.0,25.0,0.0,5.0,4.0,1722.0,26.0,4176.0,0.3,0.4,61.0,1.0,0.0,169.0,125.0,18.0,2.0,326.0,141.0,0.0,4.0,6.0,210.0,0.0,0.0,1.0,100.0,326.0,5.0,7.0,0.0,3,1.0,2.0,3.0,66.7,6.0,2.0,2,West Ham
Angelo Ogbonna,it ITA,DF,35.0,7.1,0,1,0,0.0,0.14,0.0,0.0,,12.5,0.0,0,0,0.0,0.0,0.04,0.0,0.0,Matches,6.0,0.0,0,214.0,67.0,104.0,38.0,171.0,79.9,89.6,90.4,36.8,60.0,94.0,14.0,0.0,0.0,0.0,1109.0,4.0,3291.0,0.1,0.0,6.0,4.0,1.0,137.0,184.0,61.0,0.0,272.0,82.0,0.0,2.0,0.0,152.0,1.0,100.0,0.0,0.0,272.0,13.0,29.0,0.0,3,1.0,3.0,11.0,85.7,14.0,6.0,5,West Ham
Ben Johnson,eng ENG,"DF,FW",23.0,6.0,0,6,2,33.3,0.99,0.33,0.0,0.0,24.1,0.0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches,18.0,0.0,0,334.0,156.0,121.0,33.0,246.0,73.7,90.4,72.7,42.4,141.0,88.0,14.0,0.0,0.0,1.0,1465.0,22.0,3816.0,0.1,0.0,119.0,4.0,1.0,232.0,139.0,21.0,10.0,417.0,169.0,6.0,17.0,33.0,243.0,11.0,44.0,12.0,48.0,417.0,2.0,14.0,0.0,5,5.0,1.0,11.0,64.3,16.0,9.0,7,West Ham
Danny Ings,eng ENG,FW,31.0,4.5,1,12,4,33.3,2.67,0.89,0.08,0.25,13.4,0.0,0,0,1.3,1.3,0.11,-0.3,-0.3,Matches,2.0,-0.3,0,107.0,50.0,24.0,8.0,76.0,71.0,80.0,79.2,12.5,40.0,19.0,1.0,0.0,5.0,3.0,170.0,8.0,854.0,0.3,0.3,79.0,24.0,3.0,94.0,20.0,8.0,4.0,165.0,68.0,9.0,7.0,29.0,107.0,6.0,46.2,6.0,46.2,165.0,4.0,7.0,0.0,3,9.0,3.0,6.0,30.8,9.0,4.0,2,West Ham
Divin Mubama,eng ENG,FW,18.0,0.9,0,1,0,0.0,1.13,0.0,0.0,,12.5,0.0,0,0,0.1,0.1,0.15,-0.1,-0.1,Matches,0.0,0.0,0,22.0,16.0,3.0,1.0,16.0,72.7,75.0,66.7,100.0,12.0,2.0,1.0,0.0,0.0,0.0,15.0,0.0,200.0,0.0,0.0,9.0,1.0,0.0,18.0,3.0,0.0,0.0,32.0,20.0,6.0,0.0,5.0,24.0,0.0,,0.0,,32.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,0.0,0.0,0,West Ham
Edson Álvarez,mx MEX,MF,25.0,26.4,1,17,3,17.6,0.64,0.11,0.06,0.33,21.1,0.0,0,0,1.3,1.3,0.08,-0.3,-0.3,Matches,87.0,0.4,1,1207.0,573.0,445.0,132.0,1033.0,85.6,90.4,90.1,65.9,518.0,401.0,87.0,1.0,12.0,6.0,5225.0,91.0,17083.0,0.8,0.6,201.0,16.0,1.0,890.0,565.0,150.0,30.0,1599.0,854.0,38.0,20.0,26.0,948.0,27.0,64.3,14.0,33.3,1599.0,59.0,81.0,0.0,42,35.0,39.0,80.0,47.0,122.0,31.0,39,West Ham
Emerson Palmieri,it ITA,DF,28.0,34.9,1,19,4,21.1,0.55,0.11,0.05,0.25,17.3,0.0,0,0,1.5,1.5,0.08,-0.5,-0.5,Matches,89.0,-0.4,2,1745.0,983.0,510.0,104.0,1421.0,81.4,90.8,79.6,51.9,893.0,406.0,54.0,7.0,25.0,22.0,7676.0,125.0,19356.0,2.1,2.4,521.0,39.0,9.0,1057.0,679.0,168.0,17.0,2168.0,988.0,36.0,59.0,124.0,1242.0,24.0,37.5,32.0,50.0,2168.0,47.0,96.0,0.0,43,33.0,32.0,106.0,63.3,149.0,57.0,68,West Ham
George Earthy,eng ENG,FW,18.0,0.4,1,1,1,100.0,2.65,2.65,1.0,1.0,3.8,0.0,0,0,0.3,0.3,0.31,0.7,0.7,Matches,0.0,0.0,0,17.0,13.0,4.0,0.0,16.0,94.1,92.3,100.0,,12.0,4.0,0.0,0.0,0.0,0.0,43.0,1.0,183.0,0.0,0.0,8.0,1.0,0.0,13.0,3.0,0.0,0.0,18.0,7.0,0.0,0.0,3.0,15.0,0.0,,0.0,,18.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,1.0,0.0,0,West Ham
James Ward-Prowse,eng ENG,MF,28.0,33.3,7,42,16,38.1,1.26,0.48,0.12,0.31,22.8,16.0,2,2,6.0,4.4,0.11,1.0,0.6,Matches,137.0,-0.8,7,1672.0,762.0,570.0,270.0,1386.0,82.9,92.1,91.2,49.6,702.0,520.0,134.0,8.0,64.0,23.0,7105.0,144.0,23288.0,6.3,7.8,558.0,32.0,6.0,911.0,375.0,76.0,11.0,1920.0,1001.0,15.0,18.0,63.0,1155.0,11.0,52.4,7.0,33.3,1923.0,31.0,49.0,0.0,38,26.0,22.0,45.0,40.9,83.0,18.0,29,West Ham
Jarrod Bowen,eng ENG,FW,26.0,33.5,16,84,37,44.0,2.5,1.1,0.19,0.43,14.2,0.0,0,0,11.6,11.6,0.14,4.4,4.4,Matches,29.0,0.5,6,702.0,341.0,188.0,71.0,484.0,68.9,83.3,75.0,47.9,284.0,141.0,34.0,3.0,31.0,13.0,1825.0,52.0,6899.0,4.8,5.5,571.0,174.0,49.0,666.0,135.0,20.0,58.0,1094.0,410.0,79.0,90.0,186.0,745.0,34.0,35.1,55.0,56.7,1094.0,37.0,14.0,0.0,19,22.0,32.0,42.0,37.1,61.0,13.0,28,West Ham
Kaelan Casey,eng ENG,DF,18.0,0.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,1.0,0.0,1.0,0.0,0,0.0,0.0,0.0,,0.0,0.0,0,West Ham
