Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,1/3,A-xAG,Ast,Att,Att.1,Att.2,Att.3,Cmp,Cmp%,Cmp%.1,Cmp%.2,Cmp%.3,Cmp.1,Cmp.2,Cmp.3,CrsPA,KP,PPA,PrgDist,PrgP,TotDist,xA,xAG,Att 3rd,Att Pen,CPA,Carries,Def 3rd,Def Pen,Dis,Live,Mid 3rd,Mis,PrgC,PrgR,Rec,Succ,Succ%,Tkld,Tkld%,Touches,Blocks,Clr,Err,Int,Lost,Pass,Tkl,Tkl%,Tkl+Int,Tkl.1,TklW,Club
William Saliba,fr FRA,DF,22.0,38.0,2,10,3,30.0,0.26,0.08,0.2,0.67,10.5,0.0,0,0,1.6,1.6,0.16,0.4,0.4,Matches,175.0,0.8,1,2851.0,1274.0,1373.0,150.0,2635.0,92.4,94.3,94.5,69.3,1202.0,1298.0,104.0,1.0,6.0,6.0,15948.0,157.0,43599.0,0.9,0.2,142.0,15.0,1.0,1992.0,1239.0,223.0,13.0,3093.0,1720.0,22.0,16.0,6.0,2297.0,10.0,66.7,4.0,26.7,3093.0,32.0,81.0,3.0,29,7.0,15.0,41.0,74.1,70.0,20.0,26,Arsenal
Alexis Mac Allister,ar ARG,MF,24.0,28.9,5,43,8,18.6,1.49,0.28,0.09,0.5,23.3,2.0,1,1,3.7,2.9,0.07,1.3,1.1,Matches,162.0,1.4,5,1967.0,970.0,722.0,161.0,1704.0,86.6,91.1,90.9,62.1,884.0,656.0,100.0,2.0,47.0,41.0,7659.0,209.0,26565.0,4.9,3.6,560.0,32.0,4.0,1346.0,392.0,73.0,35.0,2312.0,1382.0,30.0,44.0,48.0,1626.0,18.0,52.9,12.0,35.3,2313.0,65.0,25.0,1.0,35,66.0,57.0,99.0,47.2,134.0,59.0,55,Liverpool
Andrew Robertson,sct SCO,DF,29.0,18.8,3,12,6,50.0,0.64,0.32,0.25,0.5,12.5,0.0,0,0,1.9,1.9,0.16,1.1,1.1,Matches,118.0,-3.4,2,1547.0,654.0,587.0,239.0,1248.0,80.7,93.1,84.3,51.0,609.0,495.0,122.0,12.0,62.0,26.0,7231.0,140.0,21306.0,4.4,5.4,548.0,55.0,6.0,979.0,387.0,67.0,6.0,1713.0,789.0,18.0,63.0,130.0,1160.0,5.0,29.4,12.0,70.6,1713.0,20.0,40.0,0.0,13,17.0,14.0,35.0,60.5,48.0,26.0,24,Liverpool
Ben Doak,sct SCO,FW,17.0,0.2,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,0.0,0.0,0,4.0,4.0,0.0,0.0,4.0,100.0,100.0,,,4.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,45.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0,2.0,2.0,0.0,0.0,4.0,0.0,,0.0,,6.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,0.0,0.0,0,Liverpool
Bobby Clark,eng ENG,MF,18.0,1.0,0,2,0,0.0,2.02,0.0,0.0,,18.7,0.0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches,3.0,0.0,0,49.0,29.0,12.0,2.0,38.0,77.6,79.3,91.7,50.0,23.0,11.0,1.0,0.0,0.0,0.0,64.0,3.0,465.0,0.0,0.0,26.0,6.0,2.0,45.0,11.0,4.0,6.0,70.0,34.0,3.0,3.0,7.0,48.0,0.0,0.0,3.0,75.0,70.0,6.0,1.0,0.0,1,4.0,4.0,2.0,20.0,3.0,1.0,1,Liverpool
Cody Gakpo,nl NED,"FW,MF",24.0,18.3,8,66,24,36.4,3.6,1.31,0.12,0.33,15.4,0.0,0,0,9.0,9.0,0.14,-1.0,-1.0,Matches,43.0,2.1,5,564.0,315.0,183.0,24.0,436.0,77.3,84.4,74.3,75.0,266.0,136.0,18.0,5.0,25.0,32.0,1738.0,83.0,6130.0,2.7,2.9,412.0,107.0,13.0,549.0,77.0,15.0,32.0,809.0,335.0,44.0,43.0,130.0,618.0,31.0,57.4,17.0,31.5,809.0,21.0,7.0,0.0,14,17.0,17.0,27.0,32.0,41.0,8.0,17,Liverpool
Conor Bradley,nir NIR,DF,20.0,8.4,1,12,4,33.3,1.43,0.48,0.08,0.25,17.3,0.0,0,0,0.9,0.9,0.07,0.1,0.1,Matches,27.0,1.5,3,530.0,275.0,190.0,35.0,419.0,79.1,86.5,78.4,57.1,238.0,149.0,20.0,3.0,15.0,13.0,1849.0,29.0,6224.0,1.2,1.5,243.0,38.0,12.0,373.0,140.0,14.0,10.0,661.0,289.0,17.0,35.0,64.0,388.0,13.0,43.3,14.0,46.7,661.0,17.0,14.0,0.0,10,14.0,16.0,33.0,63.2,43.0,24.0,25,Liverpool
Curtis Jones,eng ENG,MF,22.0,13.0,1,19,5,26.3,1.47,0.39,0.05,0.2,16.2,0.0,0,0,2.6,2.6,0.14,-1.6,-1.6,Matches,64.0,0.3,1,776.0,428.0,278.0,30.0,707.0,91.1,94.6,92.4,73.3,405.0,257.0,22.0,1.0,11.0,14.0,2136.0,74.0,10366.0,1.1,0.7,287.0,38.0,7.0,624.0,127.0,24.0,33.0,915.0,509.0,15.0,31.0,88.0,709.0,15.0,51.7,10.0,34.5,915.0,22.0,8.0,0.0,7,13.0,22.0,27.0,43.5,34.0,10.0,14,Liverpool
Darwin Núñez,uy URU,FW,24.0,22.7,11,107,46,43.0,4.7,2.02,0.1,0.24,15.0,0.0,0,1,16.3,15.5,0.15,-5.3,-4.5,Matches,23.0,2.0,8,493.0,251.0,147.0,37.0,341.0,69.2,78.1,68.7,59.5,196.0,101.0,22.0,0.0,33.0,26.0,1020.0,54.0,4780.0,4.5,6.0,526.0,192.0,36.0,468.0,41.0,13.0,29.0,776.0,224.0,53.0,58.0,206.0,575.0,15.0,34.1,20.0,45.5,777.0,18.0,9.0,0.0,3,12.0,12.0,22.0,47.8,25.0,11.0,12,Liverpool
Diogo Jota,pt POR,FW,26.0,12.7,10,41,19,46.3,3.22,1.49,0.24,0.53,12.3,0.0,0,0,5.3,5.3,0.13,4.7,4.7,Matches,18.0,-0.3,3,394.0,227.0,104.0,17.0,287.0,72.8,81.5,79.8,64.7,185.0,83.0,11.0,0.0,22.0,12.0,939.0,34.0,3995.0,1.7,3.3,311.0,107.0,23.0,350.0,53.0,8.0,18.0,594.0,240.0,42.0,54.0,111.0,427.0,15.0,36.6,21.0,51.2,594.0,9.0,4.0,0.0,7,13.0,8.0,23.0,43.5,30.0,10.0,13,Liverpool
Dominik Szoboszlai,hu HUN,MF,22.0,23.4,3,60,15,25.0,2.57,0.64,0.05,0.2,24.3,7.0,0,0,3.7,3.7,0.06,-0.7,-0.7,Matches,98.0,-3.8,2,1550.0,777.0,507.0,169.0,1280.0,82.6,89.3,87.0,58.0,694.0,441.0,98.0,6.0,56.0,33.0,4929.0,152.0,20367.0,5.1,5.8,718.0,71.0,22.0,1043.0,239.0,36.0,27.0,1802.0,868.0,27.0,75.0,160.0,1238.0,24.0,42.9,27.0,48.2,1802.0,37.0,16.0,1.0,15,34.0,35.0,32.0,32.0,47.0,16.0,19,Liverpool
Harvey Elliott,eng ENG,"MF,FW",20.0,15.0,3,49,16,32.7,3.26,1.07,0.06,0.19,20.8,2.0,0,0,2.7,2.7,0.06,0.3,0.3,Matches,76.0,2.5,6,986.0,496.0,323.0,105.0,825.0,83.7,92.1,86.1,62.9,457.0,278.0,66.0,11.0,37.0,45.0,3101.0,128.0,13081.0,4.6,3.5,512.0,71.0,9.0,722.0,91.0,8.0,9.0,1141.0,546.0,15.0,44.0,122.0,860.0,9.0,45.0,10.0,50.0,1141.0,27.0,7.0,0.0,6,21.0,27.0,27.0,32.3,33.0,10.0,17,Liverpool
Ibrahima Konaté,fr FRA,DF,24.0,17.5,0,11,2,18.2,0.63,0.11,0.0,0.0,11.6,0.0,0,0,0.7,0.7,0.06,-0.7,-0.7,Matches,145.0,-0.4,0,1463.0,566.0,718.0,140.0,1286.0,87.9,90.8,93.7,57.9,514.0,673.0,81.0,0.0,8.0,8.0,9043.0,118.0,22733.0,0.5,0.4,80.0,16.0,0.0,1081.0,533.0,86.0,5.0,1622.0,1018.0,8.0,24.0,3.0,1162.0,6.0,60.0,1.0,10.0,1622.0,18.0,51.0,1.0,20,6.0,6.0,36.0,75.0,56.0,18.0,22,Liverpool
James McConnell,eng ENG,MF,18.0,0.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,0.0,0.0,0,6.0,2.0,3.0,0.0,5.0,83.3,100.0,100.0,,2.0,3.0,0.0,0.0,0.0,0.0,29.0,1.0,93.0,0.0,0.0,2.0,0.0,0.0,5.0,1.0,0.0,0.0,10.0,7.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,1,0.0,1.0,0.0,,1.0,0.0,0,Liverpool
Jarell Quansah,eng ENG,DF,20.0,13.2,2,6,4,66.7,0.45,0.3,0.33,0.5,10.6,0.0,0,0,1.0,1.0,0.17,1.0,1.0,Matches,69.0,-0.1,0,1172.0,392.0,633.0,115.0,1038.0,88.6,93.9,94.0,53.0,368.0,595.0,61.0,0.0,3.0,1.0,6199.0,67.0,18672.0,0.2,0.1,46.0,8.0,0.0,894.0,521.0,92.0,2.0,1284.0,724.0,3.0,13.0,1.0,952.0,4.0,57.1,3.0,42.9,1284.0,16.0,39.0,1.0,17,6.0,8.0,25.0,70.0,42.0,14.0,22,Liverpool
Jayden Danns,eng ENG,FW,17.0,0.1,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,0.0,0.0,0,7.0,4.0,3.0,0.0,5.0,71.4,75.0,66.7,,3.0,2.0,0.0,0.0,0.0,1.0,16.0,1.0,73.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,2.0,4.0,0.0,,0.0,,7.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,0.0,0.0,0,Liverpool
Joe Gomez,eng ENG,DF,26.0,19.8,0,19,2,10.5,0.96,0.1,0.0,0.0,19.9,0.0,0,0,0.8,0.8,0.04,-0.8,-0.8,Matches,83.0,-0.3,1,1345.0,574.0,585.0,131.0,1114.0,82.8,90.4,85.0,63.4,519.0,497.0,83.0,7.0,22.0,20.0,5116.0,100.0,18984.0,1.1,1.3,375.0,28.0,3.0,891.0,371.0,85.0,11.0,1564.0,832.0,25.0,44.0,105.0,979.0,15.0,46.9,12.0,37.5,1564.0,26.0,50.0,2.0,19,33.0,22.0,47.0,47.6,66.0,30.0,31,Liverpool
Joël Matip,cm CMR,DF,31.0,8.7,0,5,0,0.0,0.58,0.0,0.0,,10.6,0.0,0,0,0.5,0.5,0.1,-0.5,-0.5,Matches,27.0,-0.1,0,564.0,216.0,287.0,47.0,494.0,87.6,91.7,89.5,70.2,198.0,257.0,33.0,0.0,2.0,2.0,3066.0,34.0,8687.0,0.1,0.1,37.0,12.0,0.0,421.0,303.0,90.0,4.0,665.0,327.0,3.0,8.0,1.0,451.0,0.0,0.0,2.0,100.0,665.0,16.0,43.0,0.0,9,4.0,4.0,12.0,66.7,21.0,8.0,6,Liverpool
Kaide Gordon,eng ENG,FW,18.0,0.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,0.0,0.0,0,1.0,0.0,1.0,0.0,1.0,100.0,,100.0,,0.0,1.0,0.0,0.0,0.0,0.0,11.0,1.0,16.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,0.0,0.0,0,Liverpool
Kostas Tsimikas,gr GRE,DF,27.0,7.5,0,3,0,0.0,0.4,0.0,0.0,,23.8,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,16.0,2.0,3,500.0,206.0,183.0,85.0,383.0,76.6,89.8,79.2,49.4,185.0,145.0,42.0,4.0,16.0,7.0,1715.0,31.0,6585.0,1.3,1.0,225.0,17.0,3.0,310.0,119.0,17.0,4.0,573.0,235.0,9.0,24.0,73.0,338.0,4.0,26.7,10.0,66.7,573.0,9.0,10.0,0.0,6,6.0,8.0,19.0,60.0,25.0,9.0,13,Liverpool
Luis Díaz,co COL,FW,26.0,29.2,8,94,32,34.0,3.22,1.1,0.09,0.25,15.0,0.0,0,0,11.9,11.9,0.13,-3.9,-3.9,Matches,62.0,-0.7,5,1075.0,584.0,320.0,91.0,898.0,83.5,90.2,85.6,74.7,527.0,274.0,68.0,3.0,64.0,45.0,2931.0,113.0,13772.0,4.7,5.7,858.0,219.0,70.0,1017.0,94.0,10.0,72.0,1453.0,529.0,69.0,137.0,302.0,1128.0,67.0,47.9,57.0,40.7,1453.0,15.0,8.0,0.0,3,23.0,15.0,35.0,23.3,38.0,7.0,25,Liverpool
Mohamed Salah,eg EGY,FW,31.0,28.2,18,107,47,43.9,3.8,1.67,0.12,0.28,15.5,1.0,5,7,21.2,15.5,0.15,-3.2,-2.5,Matches,56.0,-1.8,10,1010.0,510.0,331.0,65.0,737.0,73.0,84.9,70.7,66.2,433.0,234.0,43.0,6.0,66.0,68.0,3213.0,147.0,10826.0,7.5,11.8,866.0,241.0,66.0,977.0,47.0,4.0,59.0,1352.0,460.0,77.0,98.0,341.0,1116.0,27.0,35.1,49.0,63.6,1359.0,19.0,1.0,0.0,2,15.0,18.0,17.0,28.6,19.0,6.0,11,Liverpool
Owen Beck,wls WAL,DF,20.0,0.1,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,0.0,0.0,0,4.0,3.0,1.0,0.0,3.0,75.0,66.7,100.0,,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,31.0,0.0,0.0,2.0,0.0,0.0,4.0,3.0,0.0,0.0,8.0,4.0,1.0,0.0,1.0,4.0,0.0,0.0,1.0,100.0,8.0,0.0,1.0,0.0,0,0.0,0.0,2.0,,2.0,0.0,1,Liverpool
Ryan Gravenberch,nl NED,MF,21.0,12.5,1,23,8,34.8,1.85,0.64,0.04,0.13,20.6,0.0,0,0,2.0,2.0,0.09,-1.0,-1.0,Matches,35.0,-0.9,0,504.0,302.0,140.0,12.0,415.0,82.3,87.1,87.1,66.7,263.0,122.0,8.0,0.0,16.0,27.0,1719.0,78.0,5520.0,1.4,0.9,272.0,42.0,10.0,432.0,84.0,17.0,13.0,696.0,347.0,46.0,39.0,71.0,472.0,23.0,46.0,22.0,44.0,696.0,20.0,11.0,0.0,14,17.0,18.0,26.0,41.4,40.0,12.0,12,Liverpool
Stefan Bajcetic,es ESP,MF,18.0,0.3,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,0.0,0.0,0,10.0,3.0,6.0,0.0,7.0,70.0,100.0,66.7,,3.0,4.0,0.0,0.0,0.0,0.0,44.0,1.0,101.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,0.0,0.0,12.0,8.0,0.0,0.0,0.0,9.0,0.0,,0.0,,12.0,0.0,0.0,0.0,0,2.0,0.0,4.0,60.0,4.0,3.0,1,Liverpool
Thiago Alcántara,es ESP,MF,32.0,0.1,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,0.0,0.0,0,10.0,3.0,4.0,2.0,7.0,70.0,100.0,75.0,50.0,3.0,3.0,1.0,0.0,0.0,0.0,30.0,0.0,130.0,0.0,0.0,1.0,0.0,0.0,9.0,4.0,0.0,0.0,10.0,5.0,0.0,0.0,0.0,9.0,0.0,,0.0,,10.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,0.0,0.0,0,Liverpool
Trent Alexander-Arnold,eng ENG,DF,24.0,23.9,3,47,8,17.0,1.96,0.33,0.06,0.38,24.4,5.0,0,0,2.6,2.3,0.05,0.4,0.7,Matches,202.0,-3.2,4,2062.0,734.0,762.0,495.0,1553.0,75.3,92.1,79.7,49.3,676.0,607.0,244.0,18.0,64.0,57.0,12434.0,205.0,30386.0,6.1,7.2,582.0,34.0,7.0,1250.0,523.0,75.0,6.0,2296.0,1217.0,27.0,45.0,97.0,1492.0,28.0,53.8,21.0,40.4,2296.0,22.0,48.0,5.0,31,60.0,20.0,39.0,31.0,70.0,27.0,26,Liverpool
Virgil van Dijk,nl NED,DF,32.0,35.3,2,45,14,31.1,1.27,0.4,0.04,0.14,12.6,1.0,0,0,2.8,2.8,0.06,-0.8,-0.8,Matches,213.0,0.4,2,2887.0,1092.0,1412.0,325.0,2640.0,91.4,94.2,95.1,73.5,1029.0,1343.0,239.0,0.0,11.0,10.0,18943.0,200.0,49290.0,1.0,1.6,146.0,78.0,0.0,1981.0,1339.0,384.0,4.0,3235.0,1757.0,7.0,32.0,7.0,2263.0,2.0,40.0,2.0,40.0,3235.0,47.0,144.0,0.0,39,2.0,13.0,40.0,85.7,79.0,12.0,23,Liverpool
Wataru Endo,jp JPN,MF,30.0,19.1,1,10,3,30.0,0.52,0.16,0.1,0.33,22.0,0.0,0,0,0.5,0.5,0.05,0.5,0.5,Matches,109.0,-1.7,0,1315.0,684.0,516.0,63.0,1157.0,88.0,92.3,90.3,71.4,631.0,466.0,45.0,2.0,16.0,18.0,5048.0,101.0,17822.0,1.5,1.7,224.0,9.0,2.0,890.0,295.0,48.0,22.0,1514.0,1002.0,27.0,10.0,21.0,1098.0,10.0,62.5,5.0,31.3,1514.0,24.0,31.0,3.0,20,41.0,22.0,48.0,32.8,68.0,20.0,28,Liverpool
Bertrand Traoré,bf BFA,"DF,FW",27.0,0.1,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,0.0,0.0,0,3.0,1.0,0.0,1.0,2.0,66.7,100.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,1.0,7.0,2.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,100.0,7.0,0.0,1.0,0.0,0,0.0,0.0,1.0,,1.0,0.0,1,Aston Villa
Boubacar Kamara,fr FRA,MF,23.0,18.4,0,5,1,20.0,0.27,0.05,0.0,0.0,16.7,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,107.0,-0.3,1,1035.0,560.0,344.0,82.0,922.0,89.1,93.0,92.7,68.3,521.0,319.0,56.0,0.0,20.0,12.0,3978.0,83.0,14037.0,1.4,1.3,186.0,13.0,1.0,769.0,305.0,50.0,13.0,1195.0,720.0,19.0,19.0,10.0,880.0,14.0,46.7,12.0,40.0,1195.0,21.0,16.0,0.0,21,23.0,14.0,43.0,51.1,64.0,24.0,29,Aston Villa
Calum Chambers,eng ENG,"MF,DF",28.0,1.7,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,2.0,0.9,1,113.0,50.0,47.0,10.0,100.0,88.5,94.0,95.7,60.0,47.0,45.0,6.0,0.0,1.0,0.0,512.0,5.0,1705.0,0.0,0.1,12.0,0.0,0.0,78.0,68.0,9.0,1.0,129.0,49.0,0.0,0.0,1.0,99.0,1.0,100.0,0.0,0.0,129.0,2.0,4.0,0.0,2,1.0,1.0,3.0,0.0,5.0,0.0,0,Aston Villa
Cameron Archer,eng ENG,MF,22.0,0.1,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,0.0,0.0,0,6.0,6.0,0.0,0.0,5.0,83.3,83.3,,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,2.0,0.0,0.0,5.0,1.0,0.0,0.0,7.0,4.0,1.0,1.0,0.0,7.0,0.0,,0.0,,7.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,0.0,0.0,0,Aston Villa
Clément Lenglet,fr FRA,DF,28.0,12.8,0,8,2,25.0,0.62,0.16,0.0,0.0,10.5,0.0,0,0,0.9,0.9,0.11,-0.9,-0.9,Matches,34.0,0.2,1,918.0,319.0,457.0,127.0,822.0,89.5,94.7,94.3,64.6,302.0,431.0,82.0,0.0,2.0,3.0,5173.0,51.0,15524.0,0.5,0.8,59.0,12.0,0.0,727.0,514.0,165.0,3.0,1017.0,449.0,3.0,26.0,1.0,786.0,3.0,37.5,2.0,25.0,1017.0,19.0,47.0,1.0,7,6.0,8.0,13.0,53.8,20.0,7.0,9,Aston Villa
Diego Carlos,br BRA,DF,30.0,20.2,0,10,1,10.0,0.5,0.05,0.0,0.0,9.1,0.0,0,0,1.9,1.9,0.19,-1.9,-1.9,Matches,72.0,-0.1,0,1340.0,378.0,749.0,199.0,1184.0,88.4,94.4,95.3,53.8,357.0,714.0,107.0,0.0,3.0,4.0,9315.0,59.0,23313.0,0.4,0.1,43.0,23.0,1.0,1013.0,867.0,244.0,4.0,1517.0,610.0,8.0,4.0,1.0,1118.0,2.0,50.0,2.0,50.0,1517.0,24.0,78.0,3.0,13,8.0,5.0,27.0,61.9,40.0,13.0,16,Aston Villa
Douglas Luiz,br BRA,MF,25.0,33.3,9,44,13,29.5,1.32,0.39,0.11,0.38,23.3,5.0,4,4,6.9,3.8,0.09,2.1,1.2,Matches,137.0,-0.4,5,2101.0,871.0,870.0,276.0,1800.0,85.7,93.2,89.1,60.5,812.0,775.0,167.0,8.0,53.0,39.0,7807.0,168.0,31199.0,5.3,5.4,598.0,38.0,4.0,1394.0,519.0,81.0,31.0,2347.0,1256.0,33.0,60.0,50.0,1638.0,24.0,51.1,16.0,34.0,2351.0,32.0,18.0,2.0,23,28.0,24.0,58.0,47.2,81.0,25.0,38,Aston Villa
Ezri Konsa,eng ENG,DF,25.0,34.1,1,19,5,26.3,0.56,0.15,0.05,0.2,12.2,0.0,0,0,2.5,2.5,0.13,-1.5,-1.5,Matches,132.0,-0.5,0,2094.0,878.0,1029.0,129.0,1907.0,91.1,94.2,93.2,73.6,827.0,959.0,95.0,2.0,8.0,14.0,10672.0,136.0,31947.0,1.0,0.5,258.0,36.0,3.0,1535.0,971.0,239.0,17.0,2359.0,1146.0,26.0,37.0,33.0,1669.0,19.0,55.9,6.0,17.6,2359.0,36.0,73.0,3.0,28,4.0,16.0,54.0,85.2,82.0,23.0,32,Aston Villa
Finley Munroe,eng ENG,MF,18.0,0.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,0.0,0.0,0,1.0,0.0,1.0,0.0,1.0,100.0,,100.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,0.0,0.0,0,Aston Villa
Jacob Ramsey,eng ENG,"FW,MF",22.0,9.5,1,19,4,21.1,2.0,0.42,0.05,0.25,15.9,0.0,0,0,2.2,2.2,0.11,-1.2,-1.2,Matches,22.0,0.0,1,322.0,173.0,115.0,12.0,257.0,79.8,82.7,84.3,75.0,143.0,97.0,9.0,0.0,10.0,5.0,863.0,28.0,3751.0,1.4,1.0,195.0,47.0,11.0,271.0,69.0,10.0,21.0,433.0,178.0,18.0,33.0,69.0,314.0,8.0,40.0,11.0,55.0,433.0,15.0,8.0,0.0,3,10.0,13.0,16.0,33.3,19.0,5.0,8,Aston Villa
Jaden Philogene Bidace,eng ENG,FW,21.0,0.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,0.0,0.0,0,4.0,3.0,0.0,0.0,3.0,75.0,100.0,,,3.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,27.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,4.0,1.0,0.0,2.0,1.0,3.0,0.0,,0.0,,4.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,0.0,0.0,0,Aston Villa
Jhon Durán,co COL,"FW,MF",19.0,5.3,5,20,7,35.0,3.79,1.33,0.25,0.71,16.8,0.0,0,0,2.0,2.0,0.1,3.0,3.0,Matches,6.0,-0.3,0,121.0,69.0,29.0,5.0,83.0,68.6,73.9,82.8,60.0,51.0,24.0,3.0,0.0,4.0,1.0,220.0,9.0,1095.0,0.2,0.3,80.0,27.0,5.0,102.0,22.0,8.0,14.0,189.0,90.0,16.0,9.0,25.0,138.0,2.0,40.0,3.0,60.0,189.0,6.0,10.0,0.0,1,5.0,6.0,6.0,16.7,7.0,1.0,5,Aston Villa
John McGinn,sct SCO,"MF,FW",28.0,33.3,6,40,14,35.0,1.2,0.42,0.15,0.43,19.5,3.0,0,0,5.0,5.0,0.12,1.0,1.0,Matches,124.0,-0.6,4,1223.0,489.0,462.0,217.0,972.0,79.5,88.8,85.7,59.9,434.0,396.0,130.0,14.0,44.0,52.0,5844.0,189.0,17953.0,4.9,4.6,499.0,58.0,10.0,994.0,257.0,44.0,61.0,1546.0,810.0,55.0,59.0,84.0,1096.0,54.0,56.3,27.0,28.1,1546.0,33.0,21.0,0.0,21,45.0,29.0,59.0,41.6,80.0,32.0,35,Aston Villa
Kaine Kesler-Hayden,eng ENG,"MF,DF",20.0,0.1,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,0.0,0.0,0,Aston Villa
Leander Dendoncker,be BEL,MF,28.0,1.3,1,2,1,50.0,1.51,0.76,0.5,1.0,12.5,0.0,0,0,0.7,0.7,0.37,0.3,0.3,Matches,1.0,0.0,0,56.0,28.0,22.0,4.0,45.0,80.4,85.7,86.4,50.0,24.0,19.0,2.0,0.0,0.0,0.0,139.0,3.0,744.0,0.0,0.0,12.0,2.0,0.0,36.0,31.0,4.0,1.0,80.0,39.0,2.0,0.0,2.0,39.0,0.0,,0.0,,80.0,5.0,3.0,1.0,2,1.0,3.0,6.0,80.0,8.0,4.0,4,Aston Villa
Leon Bailey,jm JAM,"MF,FW",25.0,23.0,10,53,18,34.0,2.31,0.78,0.19,0.56,16.1,1.0,0,0,6.3,6.3,0.12,3.7,3.7,Matches,38.0,-0.2,9,790.0,391.0,242.0,82.0,573.0,72.5,83.6,76.0,58.5,327.0,184.0,48.0,7.0,52.0,51.0,2559.0,82.0,8993.0,7.3,9.2,589.0,129.0,41.0,717.0,151.0,19.0,41.0,1040.0,318.0,51.0,102.0,226.0,764.0,57.0,47.9,50.0,42.0,1040.0,18.0,6.0,0.0,9,15.0,17.0,13.0,25.0,22.0,5.0,7,Aston Villa
Lucas Digne,fr FRA,DF,30.0,26.8,1,20,4,20.0,0.75,0.15,0.05,0.25,20.0,6.0,0,0,1.1,1.1,0.05,-0.1,-0.1,Matches,49.0,-1.1,3,1351.0,594.0,529.0,148.0,1015.0,75.1,88.2,76.7,44.6,524.0,406.0,66.0,15.0,37.0,34.0,5595.0,77.0,16244.0,3.6,4.1,593.0,56.0,4.0,840.0,468.0,71.0,15.0,1590.0,541.0,16.0,42.0,200.0,925.0,10.0,30.3,16.0,48.5,1590.0,20.0,67.0,0.0,26,19.0,18.0,47.0,56.8,73.0,25.0,19,Aston Villa
